	object_0	object_1	answer	labels	text	preds	prob: Neutral	prob: objekt1	prob: objekt2
95	Toyota	Chrysler	"The CR ""excellent"" rating is not only enough to beat out its regular competitors, like the Ford Taurus, Toyota Avalon and Chrysler 300, it means Consumer Reports believes the Impala is a better overall sedan than imported heavy-hitters like the Audi A6."	0	"The CR ""excellent"" rating is not only enough to beat out its regular competitors, like the Ford Taurus, [FIRST_ENTITY] Avalon and [SECOND_ENTITY] 300, it means Consumer Reports believes the Impala is a better overall sedan than imported heavy-hitters like the Audi A6."	0	0.9984074	0.0006557229	0.0009369098
96	Audi	Lexus	Either costs are cut and the engineers are limited to what they can or can't do so they don't waste time trying and therefore poorly engineered vehicles are marketed and sales go down because for the same price as this piece of crap you can buy a finely engineered BMW X5, Audi Q7, Toyota Sequoia, or a Lexus RX 400h.	0	Either costs are cut and the engineers are limited to what they can or can't do so they don't waste time trying and therefore poorly engineered vehicles are marketed and sales go down because for the same price as this piece of crap you can buy a finely engineered BMW X5, [FIRST_ENTITY] Q7, Toyota Sequoia, or a [SECOND_ENTITY] RX 400h.	0	0.9931867	0.0035846392	0.0032286867
97	phone	laptop	If you you're using the phone or laptop in a poorly ventilated bus, that's a hazard.	0	If you you're using the [FIRST_ENTITY] or [SECOND_ENTITY] in a poorly ventilated bus, that's a hazard.	0	0.99861944	0.00053202506	0.00084850466
98	PHP	JavaScript	The book assumes you have a solid understanding of PHP programming and at least a dash of JavaScript/jQuery experience.	0	The book assumes you have a solid understanding of [FIRST_ENTITY] programming and at least a dash of [SECOND_ENTITY]/jQuery experience.	0	0.9982583	0.0007370567	0.0010045867
99	Sony	Apple	Early Sony/Apple - great design, solid products built in-house, marketing which accidentally was masterful.	0	Early [FIRST_ENTITY]/[SECOND_ENTITY] - great design, solid products built in-house, marketing which accidentally was masterful.	0	0.99856454	0.0005660032	0.0008694592
100	Google	Microsoft	So far Google is playing much nicer than Microsoft ever did and their apps work.	1	So far [FIRST_ENTITY] is playing much nicer than [SECOND_ENTITY] ever did and their apps work.	1	0.020466587	0.97264695	0.006886524
101	Bash	Python	(Also, Bash may not be the best language to do arithmetic-heavy operations in - something like Python might be a better choice)	2	(Also, [FIRST_ENTITY] may not be the best language to do arithmetic-heavy operations in - something like [SECOND_ENTITY] might be a better choice)	2	0.010205555	0.008655318	0.9811391
102	golf	basketball	tennis, golf, basketball.	0	tennis, [FIRST_ENTITY], [SECOND_ENTITY].	0	0.9985952	0.0005469906	0.000857847
103	Java	Smalltalk	there are plenty of Java and Smalltalk commercial apps.	0	there are plenty of [FIRST_ENTITY] and [SECOND_ENTITY] commercial apps.	0	0.99862134	0.0005295056	0.0008491835
104	Cadillac	Buick	Corvette's, Cadillac CTS-V's, WRX STI's, EVO-8's, light modded Talon TSI's, SRT-4 Neon's, Buick Grand National's, chipped diesel trucks that weigh 8000+lbs...will all leave a stock 1970s muscle car in the dust no problem...and get better mileage than the muscle car, even with catalytic converters.	0	Corvette's, [FIRST_ENTITY] CTS-V's, WRX STI's, EVO-8's, light modded Talon TSI's, SRT-4 Neon's, [SECOND_ENTITY] Grand National's, chipped diesel trucks that weigh 8000+lbs...will all leave a stock 1970s muscle car in the dust no problem...and get better mileage than the muscle car, even with catalytic converters.	0	0.99841666	0.00064894237	0.00093447923
105	BMW	Honda	Riding in this BMW with this music feels a thousand times better than riding in my messy Honda listening to punk CDs.	1	Riding in this [FIRST_ENTITY] with this music feels a thousand times better than riding in my messy [SECOND_ENTITY] listening to punk CDs.	1	0.021907557	0.970988	0.007104421
106	JavaScript	Ruby	--Overall front-end development experience of 2+ years --Solid background in HTML/HTML5, JavaScript, JQuery and CSS/CSS3 --Strong coding and debugging skills in an object oriented language like C#/Java --Development experience with Web Application Servers: ASP.NET/JSP/Ruby on Rails --SQL and Relational Databases --Good grasp of Web fundamentals Bachelor's degree or higher in Computer Science	0	--Overall front-end development experience of 2+ years --Solid background in HTML/HTML5, [FIRST_ENTITY], JQuery and CSS/CSS3 --Strong coding and debugging skills in an object oriented language like C#/Java --Development experience with Web Application Servers: ASP.NET/JSP/[SECOND_ENTITY] on Rails --SQL and Relational Databases --Good grasp of Web fundamentals Bachelor's degree or higher in Computer Science	0	0.99844825	0.00063265837	0.0009190713
107	Lisp	Python	Thus far, Java does that better than any other language I have used (Basic, Pascal, C, C++, Lisp, Perl, Python, Bash and tcsh scripting, to name just languages I got paid to program in).	0	Thus far, Java does that better than any other language I have used (Basic, Pascal, C, C++, [FIRST_ENTITY], Perl, [SECOND_ENTITY], Bash and tcsh scripting, to name just languages I got paid to program in).	0	0.9985713	0.00056267285	0.00086597167
108	Google	Apple	Google is obviously nicer than Apple.	1	[FIRST_ENTITY] is obviously nicer than [SECOND_ENTITY].	1	0.020846097	0.9721963	0.0069576176
109	tea	soda	Coffee, tea, soda?	0	Coffee, [FIRST_ENTITY], [SECOND_ENTITY]?	0	0.99859947	0.00054493215	0.0008555777
110	Objective-C	Java	"- going back to ""it's relative"" -- I still think that learning C++ and the minimal amount of copy-pasting occasionally necessary to invoke it is easier, faster, and more productive than learning three different programming languages and re-writing the code three times; this was (and is) my main point of contention: ""OS X or iOS, I'd go to Objective-C, for Windows, I'd learn C#, and for Android, I'd continue with Java"";"	0	"- going back to ""it's relative"" -- I still think that learning C++ and the minimal amount of copy-pasting occasionally necessary to invoke it is easier, faster, and more productive than learning three different programming languages and re-writing the code three times; this was (and is) my main point of contention: ""OS X or iOS, I'd go to [FIRST_ENTITY], for Windows, I'd learn C#, and for Android, I'd continue with [SECOND_ENTITY]"";"	0	0.52485883	0.40409324	0.07104797
111	Microsoft	Intel	EFI was developed by Microsoft and Intel as a faster, less complicated successor to the 2-decade-old BIOS technology used on non-Apple computers.	0	EFI was developed by [FIRST_ENTITY] and [SECOND_ENTITY] as a faster, less complicated successor to the 2-decade-old BIOS technology used on non-Apple computers.	0	0.99849975	0.00060574804	0.00089455565
112	Bluetooth	USB	1. Since it already has wifi, why hasn't nokia used this interface instead Bluetooth/USB since its much faster?	0	1. Since it already has wifi, why hasn't nokia used this interface instead [FIRST_ENTITY]/[SECOND_ENTITY] since its much faster?	0	0.99859077	0.00055090437	0.0008583023
113	NetBeans	Eclipse	JRuby, maybe NetBeans or Eclipse make sense.	0	JRuby, maybe [FIRST_ENTITY] or [SECOND_ENTITY] make sense.	0	0.9986274	0.0005250085	0.0008475798
114	Apple	Google	Without Apple, Google is failing miserably with decent hardware for devices.	0	Without [FIRST_ENTITY], [SECOND_ENTITY] is failing miserably with decent hardware for devices.	0	0.6001979	0.2910328	0.10876923
115	Samsung	AMD	Samsung ...Keep working on a better fix for the AMD owners with this unit.	0	[FIRST_ENTITY] ...Keep working on a better fix for the [SECOND_ENTITY] owners with this unit.	0	0.996999	0.0014355094	0.0015655196
116	PHP	Java	In a case study posted to his blog, Toomas Romer wonders if a PHP script is embarrassingly slower than than its Java counterpart.	2	In a case study posted to his blog, Toomas Romer wonders if a [FIRST_ENTITY] script is embarrassingly slower than than its [SECOND_ENTITY] counterpart.	2	0.009957718	0.00909678	0.98094547
117	georgia	virginia	He broke his hand against georgia Tech and apparently made it worse playing against virginia Tech.	0	He broke his hand against [FIRST_ENTITY] Tech and apparently made it worse playing against [SECOND_ENTITY] Tech.	0	0.9733102	0.018849747	0.007840077
118	harvard	cornell	Danielle Kerr finished second (2:04.51) in the 200-yard butterfly to a harvard competitor, but finished five seconds faster than any cornell swimmer.	1	Danielle Kerr finished second (2:04.51) in the 200-yard butterfly to a [FIRST_ENTITY] competitor, but finished five seconds faster than any [SECOND_ENTITY] swimmer.	1	0.035957392	0.9547378	0.00930482
119	Nissan	Ford	Volkswagen improves slightly slower than the market at +28% to 10% share in May, followed by Peugeot (+52%), Mercedes (+29%), BMW (+14%), Nissan up a gargantuan 79% and Ford up an equally impressive 78%.	1	Volkswagen improves slightly slower than the market at +28% to 10% share in May, followed by Peugeot (+52%), Mercedes (+29%), BMW (+14%), [FIRST_ENTITY] up a gargantuan 79% and [SECOND_ENTITY] up an equally impressive 78%.	0	0.9640573	0.021478739	0.014463914
120	pennsylvania	virginia	pennsylvania, virginia, Ohio, Florida?	0	[FIRST_ENTITY], [SECOND_ENTITY], Ohio, Florida?	0	0.99860126	0.00054320943	0.0008555168
121	Dell	Microsoft	Dell chose to base vWorkspace on Microsoft Hyper-V rather than on a VMware hypervisor because Hyper-V allowed for a better virtual machine density, the vendor said.	0	[FIRST_ENTITY] chose to base vWorkspace on [SECOND_ENTITY] Hyper-V rather than on a VMware hypervisor because Hyper-V allowed for a better virtual machine density, the vendor said.	0	0.9745721	0.014720701	0.010707229
122	wii	playstation	After all, who would play the 'wii' when there were much cooler names like playstation 3 and Xbox 360?	2	After all, who would play the '[FIRST_ENTITY]' when there were much cooler names like [SECOND_ENTITY] 3 and Xbox 360?	2	0.010726454	0.008694287	0.9805792
123	potato	bread	Ie. the sweet potato worked better for you than the rye bread.	1	Ie. the sweet [FIRST_ENTITY] worked better for you than the rye [SECOND_ENTITY].	1	0.020256907	0.972831	0.006912102
124	Ruby	PHP	I think Ruby is better than PHP because it is so much cleaner.	1	I think [FIRST_ENTITY] is better than [SECOND_ENTITY] because it is so much cleaner.	1	0.021038089	0.9719559	0.007006032
125	MySQL	Oracle	Perl, MySQL, php, Oracle).	0	Perl, [FIRST_ENTITY], php, [SECOND_ENTITY]).	0	0.9985827	0.00055514893	0.0008620323
126	JavaScript	PHP	I have a strong grasp of HTML, CSS and a decent one on JavaScript, PHP, and MySQL.	0	I have a strong grasp of HTML, CSS and a decent one on [FIRST_ENTITY], [SECOND_ENTITY], and MySQL.	0	0.9986119	0.00053656	0.0008515321
127	missouri	georgia	While missouri has solid football programs, they do not compare to states like Florida, georgia and Texas.	2	While [FIRST_ENTITY] has solid football programs, they do not compare to states like Florida, [SECOND_ENTITY] and Texas.	2	0.016890591	0.008970568	0.97413886
128	pizza	sausage	De Lorenzo's clam pizza may be better than its sausage.	1	De Lorenzo's clam [FIRST_ENTITY] may be better than its [SECOND_ENTITY].	1	0.020260047	0.97284895	0.00689096
129	Nikon	Sigma	And I work with files from the Nikon 35/1.4G and I know, optically, it's not better than the Sigma.	2	And I work with files from the [FIRST_ENTITY] 35/1.4G and I know, optically, it's not better than the [SECOND_ENTITY].	2	0.0134744365	0.009206802	0.9773187
130	Dell	Microsoft	Dell® XPS 13 Ultrabook™ ·         2nd Generation Intel® Core™ i5 processor ·         Microsoft® Windows 8 ·         Intel® Identity Protection Technology ·         128GB Solid State Drive	0	[FIRST_ENTITY]® XPS 13 Ultrabook™ ·         2nd Generation Intel® Core™ i5 processor ·         [SECOND_ENTITY]® Windows 8 ·         Intel® Identity Protection Technology ·         128GB Solid State Drive	0	0.99858874	0.00055221585	0.0008590457
131	Audi	Lexus	It was easier to explain that what Jaguar now offers, with the XF and the recently introduced new XJ, is a more personal kind of luxury with unique, dynamic exterior looks and a more bespoke-feeling interior than the engineering-driven designs of Audi, BMW, Mercedes, or Lexus.	0	It was easier to explain that what Jaguar now offers, with the XF and the recently introduced new XJ, is a more personal kind of luxury with unique, dynamic exterior looks and a more bespoke-feeling interior than the engineering-driven designs of [FIRST_ENTITY], BMW, Mercedes, or [SECOND_ENTITY].	0	0.99846375	0.00062351837	0.0009127789
132	Asus	Gigabyte	I don't have these problems with Asus/Gigabyte products.	0	I don't have these problems with [FIRST_ENTITY]/[SECOND_ENTITY] products.	0	0.9986093	0.0005395543	0.00085112965
133	hockey	baseball	There's no doubt that hockey is harder to master than baseball, in general.	2	There's no doubt that [FIRST_ENTITY] is harder to master than [SECOND_ENTITY], in general.	2	0.017435774	0.010839218	0.97172505
134	Java	Python	For a performance-critical Pig UDF, Java is much faster than either Python or Jython.	1	For a performance-critical Pig UDF, [FIRST_ENTITY] is much faster than either [SECOND_ENTITY] or Jython.	1	0.019727306	0.9734534	0.0068192654
135	pizza	steak	caddis: Remember you said this in ten months when a slice of pizza or worse, a cheese steak, starts looking just a little too enticing.	1	caddis: Remember you said this in ten months when a slice of [FIRST_ENTITY] or worse, a cheese [SECOND_ENTITY], starts looking just a little too enticing.	0	0.4819226	0.36720178	0.15087569
136	harvard	dartmouth	Men Yale is currently ranked eighth, one spot ahead of harvard in the region, behind a solid team effort at the dartmouth Invitational and individual performances at the Quinnipiac Invitational.	0	Men Yale is currently ranked eighth, one spot ahead of [FIRST_ENTITY] in the region, behind a solid team effort at the [SECOND_ENTITY] Invitational and individual performances at the Quinnipiac Invitational.	0	0.96980953	0.017709823	0.012480599
